exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Triceps Dip,Lever (selectorized),Compound,Push,"If possible, place handles in narrow position. Sit on seat with back against pad. Grasp handles and position elbows back.",Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.,Arms,4
Triceps Dip:  alternative machine,Lever (selectorized),Compound,Push,"If possible, place handles in narrow position. Sit on seat with legs under pads. Grasp handles and position elbows back.",Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.,Arms,4
Triceps Extension,Lever (selectorized),Isolated,Push,Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.,Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.,Arms,2
Triceps Extension:  with preacher pad New!,Lever (selectorized),Isolated,Push,Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.,Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.,Arms,3
Standing Triceps Dip,Sled,Isolated,Push,Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.,Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.,Arms,3
Close Grip Bench Press,Smith,Compound,Push,Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.,Lower weight to chest with elbows close to body. Push bar back up until arms are straight. Repeat.,Arms,3
Bench Dip,Weighted,Compound,Push,"Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench. Straighten arms, slide rear end off of edge of bench and position heels on adjacent bench with legs straight. Have assistant place weight on lap near hips.","Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.",Arms,3
Triceps Dip,Weighted,Compound,Push,"Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mountshoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,Arms,4
Triceps Dip,Band-assisted,Compound,Push,"Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mountshoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,Arms,4
Bench Dip,Body Weight,Compound,Push,"Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench, straighten arms, slide rear end off of bench, and position heels on adjacent bench with legs straight.","Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.",Arms,3
Bench Dip:  heel on floor,Body Weight,Compound,Push,"Sit on side of bench. Place hands on edge of bench. Position feet away from bench. Straighten arms, slide rear end off of edge of bench, and rest heels on floor with legs straight.","Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise your body and repeat.",Arms,2
Close Grip Push-up,Body Weight,Compound,Push,Lie prone with forefeet on floor and hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Arms,3
Close Grip Push-up:  on knees,Body Weight,Compound,Push,Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Arms,2
Close Grip Push-up:  Incline on bar,Body Weight,Compound,Push,Grasp horizontal bar (lower than chest height) with hands shoulder width or slightly narrower. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.,"Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.",Arms,3
Triceps Dip,Body Weight,Compound,Push,"Mountshoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,Arms,4
Triceps Extension,Suspended,Isolated,Push,"Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body, so torso is in-line with legs.","Lower body by bending elbows, allowing head to travel between suspension handles. Raise body up and back up until arms are extended. Repeat.",Arms,2
Triceps Dip,Self-assisted,Compound,Push,"Stand on bench or elevation between parallel bars. Mountshoulder width dip bar, arms straight with shoulders above hands. Bend knees and place toes on bench or elevation behind and below body.","Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with bench or elevation. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat with minimal assistance from legs.",Arms,4
Curl,Barbell,Isolated,Pull,Grasp bar with shoulder width underhand grip.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Arms,2
Alternating Curl,Cable,Isolated,Pull,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.","Pull one stirrup up forward and upward toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat on other arm, alternating between sides.",Arms,2
Curl,Cable,Isolated,Pull,Grasp low pulley cable bar with shoulder width underhand grip. Stand close to pulley.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Arms,2
Curl:  with stirrups,Cable,Isolated,Pull,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.",Pull stirrups forward and upward toward shoulders while keeping elbows stationary. Return until arms are fully extended. Repeat.,Arms,2
Curl:  One Arm Curl,Cable,Isolated,Pull,Face low pulley and grasp stirrup cable attachment to one side with underhand grip.,"With elbow to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat. Continue with opposite arm.",Arms,2
Curl,Dumbbell,Isolated,Pull,"Position two dumbbells to sides, palms facing in, arms straight.","With elbows to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.",Arms,2
Incline Curl,Dumbbell,Isolated,Pull,"Sit back on 45-60 degree incline bench. With arms hanging down straight, position two dumbbells with palms facing inward.","With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.",Arms,3
Curl,Lever (selectorized),Isolated,Pull,Sit on seat and grasp handles with underhand grip.,Raise lever handles until elbows are fully flexed with back of upper arm remaining on pad. Lower handles until arm is fully extended. Repeat.,Arms,2
Inverted Biceps Row,Body Weight,Compound,Pull,Lay on back under fixed horizontal bar. Grasp bar with shoulder width underhand grip.,"Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.",Arms,3
Preacher Curl,Barbell,Isolated,Pull,Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip.,Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.,Arms,3
